TweetsID,TweetsText,User_Location,Date,Baseline_Terms,Prediction,Positive,Negative
70677953,user_mention is set to hold a media briefing this afternoon to update the states response to hurricanedelta and hurricanelaura as well as share the latest on covid19 URL lagov lanews ,"Shreveport, LA",22/10/2020 16:19,['response'],1,1,-1
1694757026,what incredible coverage of our backtoback hurricanes thank you user_mention user_mention and user_mention for giving lake charles and southwest louisiana the spotlight we appreciate your time and love hurricanelaura hurricanedelta fightnotflight URL ,"Lake Charles, LA",22/10/2020 16:02,"['coverage', 'hurricane', 'time', 'love']",1,3,-3
1296850000000000000,reminder that you can contribute to our collection of relief supplies for the diocese of lake charles by purchasing from our amazon wishlist hurricanedelta hurricanelaura URL URL ,"Baton Rouge, Louisiana",22/10/2020 15:47,"['relief', 'supply']",1,2,-1
455220438,user_mention thanks so much its not just about my mess sw louisiana needs help to rebuild its like a bomb went off here hurricanelaura hurricanedelta ,"Moss Bluff, Louisiana",22/10/2020 15:37,"['need', 'help', 'rebuild']",1,2,-2
1032620000000000000,donate today reliefdrive myasu hurricanedelta hurricanelaura hurricanesally URL ,"Montgomery, AL",22/10/2020 15:03,['donate'],1,2,-1
748259000000000000,2020 has had its fair share of challenges with hurricanedelta devastating the louisiana coast again shortly after hurricanelaura user_mention is grateful for orgs like user_mention for disaster relief efforts and is donating 15k to help photo via scott daltonarc URL ,"Houston, TX",22/10/2020 14:43,"['devastating', 'coast', 'disaster', 'relief', 'effort', 'help', 'photo']",1,2,-5
45469761, firefighter retired help 2020 hurricanelaura hurricanedelta lsu lsufootball geauxtigers foreverchanged godbless sulphurstrong louisianastrong standrightupandroar hurricanehistory bullseye insuranceisajoke fema brotherhood URL ,"Sulphur, La",22/10/2020 13:51,"['firefighter', 'help']",1,1,-2
464686192,user_mention user_mention and user_mention what moving coverage of lake charles and southwest louisiana hurricanelaura hurricanedelta ,Louisiana,22/10/2020 13:24,['coverage'],1,1,-1
19375043,prayers requested hurricanelaura rescuerecovery URL URL ,LOCATION,22/10/2020 13:00,['prayer'],1,1,-1
30932591,so glad this getting news coverage louisiana hurricanelaura URL ,Louisiana,22/10/2020 12:25,"['news', 'coverage']",1,2,-1
22752995,several of user_mention lake charles chemical facility units return to operation after hurricanelaura URL ,South Africa,22/10/2020 08:00,['return'],1,1,-1
2885640618,please help and please share hurricane hurricanelaura and hurricanedelta bullseye 5 weeks apart lsu geauxtigers firefighter help gofundme donate share friends URL ,"Sulphur LA,   Baton Rouge La",22/10/2020 07:36,"['please', 'help', 'please', 'hurricane', 'firefighter', 'help', 'donate']",1,2,-1
107951537, hurricanelaura and hurricanedelta survivor desiring help with daily needs for myself and disabled adult son,"lake charles,la",22/10/2020 05:24,"['survivor', 'help', 'need']",1,1,-2
44817487,user_mention do hurricanelaura victims get a discount on drip 2 ivyparkxadidas ,"Louisiana, USA",22/10/2020 02:32,"['victim', 'get']",1,1,-3
752489000000000000,user_mention thank you user_mention user_mention and user_mention for coming down to lakecharles louisiana to highlight the aftermath of and recovery from hurricanelaura and hurricanedelta gulfcoaststrong lakecharlesstrong ,"Washington, DC",22/10/2020 02:27,"['coming', 'aftermath', 'recovery']",1,2,-1
330049331,i know hurricanelaura and hurricanedelta are old news to many but i have really only one complaint why do people that dont live here strongly assume that they know what is best for us here stoppit really annoying lakecharlesstrong ,"Lake Charles, LA",22/10/2020 02:02,"['news', 'people', 'live']",1,2,-4
37641029,in the immediate aftermath of hurricanelaura we partnered w cubic to provide crucial internet connectivity to the areas first responders medical personnel amp local residents while their traditional communications infrastructure was reestablished URL ,"Washington, DC",21/10/2020 22:28,"['aftermath', 'area', 'first', 'responder', 'medical', 'resident']",1,1,-1
943587000000000000,free child safety seats are available to residents affected by hurricanelaura to apply visit URL URL ,LOCATION,21/10/2020 21:28,"['free', 'safety', 'resident', 'affected']",1,2,-1
2846108951,18 today is a good day to celebrate some wins thanks to everyone who has supported our hurricanelaura relief efforts weve been able to URL ,New Orleans,21/10/2020 20:59,"['relief', 'effort']",1,2,-1
72983007,if you still think climatechange is a hoax after this year you have your head in the sand or youre just plain stupid cameronpeakfire calwoodfire coloradofires californiafires oregonfires hurricanelaura hurricanedelta 2020 ,"Bellingham, WA",21/10/2020 20:08,['year'],1,1,-2
712762000000000000,powerful storm surge associated with hurricanelaura and hurricanedelta was strong enough to cause the water to move massive granite and marble slabs effecting 2000 graves in louisiana according to user_mention,"Lake Charles, LA",21/10/2020 19:35,"['powerful', 'storm', 'strong', 'water', 'massive']",1,2,-3
1290690000000000000,louisianas seafood industry is still recovering from hurricanelaura check out this video from louisianas seafood future and user_mention that depicts damage and whats next and please spread the word about the hurricane laura fisheries recovery fund URL ,On the Waterfront,21/10/2020 18:39,"['video', 'damage', 'please', 'hurricane', 'recovery', 'fund']",1,2,-1
89746443,tuesday october 27 is the deadline for those affected by hurricanelaura to apply for user_mention assistance for more information or to register visit URL or call 8006213362 URL ,New Orleans,21/10/2020 17:34,['affected'],1,1,-1
781568000000000000,femaRT user_mention if you were impacted by hurricanelaura you have less than a week to register for fema assistance assistance may include help for temp housing rental assistance amp repair or replacement of damaged property the last day to regist URL ,Worldwide,21/10/2020 15:07,"['impacted', 'help', 'damaged']",1,2,-1
304049634,i called user_mention to credit me for the 2 mths of no service due to hurricanelaura hurricanedelta they put me on seasonal 10mth and then added internet like a wells fargo type move right there you suck deceptive practices,"Iowa, La.",21/10/2020 15:00,['service'],1,2,-2
19227069,user_mention why is there a deadline what criteria are used to set the deadline did these criteria take into account the specifics of every victims case before the deadline was set or was the date plucked out of a hat hurricanelaura ,On Earth,21/10/2020 14:57,"['victim', 'case']",1,1,-3
962419000000000000,fema RT user_mention if you were impacted by hurricanelaura you have less than a week to register for fema assistance assistance may include help for temp housing rental assistance amp repair or replacement of damaged property the last day to register URL ,"Michigan, USA",21/10/2020 14:41,"['impacted', 'help', 'damaged']",1,2,-1
454972428,i have never been more grateful to see roofing shingles and materials in my driveway for repairs hurricanelaura longoverdue dealing with insurance aint no game ,LOCATION,21/10/2020 14:33,['dealing'],1,2,-1
38949137,the need is still great in orange tx lake charles la and surrounding areas please pray and while youre praying please support serve and contribute to disaster relief and recovery efforts teamtcww weserve disasterrecovery operationhope hurricanelaura hurricanedelta URL ,World Traveler,21/10/2020 14:26,"['need', 'area', 'please', 'praying', 'please', 'disaster', 'relief', 'recovery', 'effort']",1,3,-2
36902944, hurricanedelta and hurricanelaura victims are bouncing from place to place god knows our govt wont be helping them anytime soon prayers URL ,USA,21/10/2020 14:13,"['victim', 'prayer']",1,1,-3
41351252,if you were impacted by hurricanelaura you have less than a week to register for fema assistance assistance may include help for temp housing rental assistance amp repair or replacement of damaged property the last day to register is 1027 visit URL URL ,Louisiana,21/10/2020 14:04,"['impacted', 'help', 'damaged']",1,1,-1
1359673388,update hurricanedeltahurricanelaura response 58 days later 5400 evacuees remain in tx amp la shelters feeding and relief supplies continue thank you volunteers URL user_mention user_mention user_mention user_mention URL ,"Montgomery, TX",21/10/2020 11:36,"['response', 'evacuee', 'relief', 'supply', 'volunteer']",1,2,-1
16671886,user_mention please come to lakecharles louisiana hurricanelaura amp hurricanedelta hit us amp we have no internet altice suddenlink is a nightmare please call our mayor please help us,United States,21/10/2020 05:27,"['please', 'hit', 'please', 'please', 'help']",1,2,-3
2293499796,it is not a coincidence that user_mention is kicking all of the lake charles hurricanelaura evacuees our of their hotel rooms the same day user_mention rolls out her new covid spreading tourist initiative this is disgusting and a disgrace,LOCATION,21/10/2020 03:32,['evacuee'],1,1,-4
1288120000000000000,cant believe i lived here at one point and 2 minute walk from this brisbane hurricanelaura hurricanesally lakecharles prayers URL ,"New Orleans, LA",21/10/2020 03:13,['prayer'],1,2,-1
117856309,louisiana says more than 6500 people are still in temporary shelters after backtoback hurricanes hit the state but some are being told to leave URL louisiananew hurricanedelta hurricanelaura trackingthetropics ,"West Monroe, La",21/10/2020 02:30,"['people', 'hurricane', 'hit', 'leave']",1,1,-1
904741000000000000,after two hurricanes in six weeks lakecharles fears its cries for help have gone unheard hurricanedelta hurricanelaura URL ,United States,20/10/2020 22:57,"['hurricane', 'help']",1,2,-3
14988877,a big thanks to user_mention for enabling us to return to our disasterrelief work in communities that need it most amazon donated crucial relief supplies that allow us to support those impacted by hurricanelaura URL ,Worldwide,20/10/2020 22:52,"['return', 'community', 'need', 'donated', 'relief', 'supply', 'impacted']",1,2,-2
9268382,families in louisiana are getting the relief they need following two major hurricanes thanks to you read the story at URL hurricanelaura hurricanedelta URL ,Virginia Beach,20/10/2020 22:00,"['family', 'relief', 'need', 'following', 'major', 'hurricane']",1,2,-1
1071205484,we would like to extend a texassized thank you to the user_mention user_mention and user_mention liaisons who have worked with us around the clock to provide shelter amp resources for hurricanelaura evacuees in texas thank you for your commitment to the residents of our states URL ,"Austin, TX",20/10/2020 21:13,"['evacuee', 'resident']",1,2,-1
140831396,survivors of hurricanelaura have exactly one week from today to register for fema assistance deadline 102720 to register or for more information please visit URL or call the fema helpline at 8006213362 tty 8004627585,Louisiana (statewide),20/10/2020 20:45,"['survivor', 'please']",1,2,-1
14808395,anybody want to buy me a home and rent it to me just kidding not kidding hurricanelaura hurricanedelta ,"Lake Charles, LA",20/10/2020 20:00,"['want', 'home']",1,1,-1
148199022,aug 10 derecho with gusts gt 110 mph laid waste to millions of acres of crops hundreds of homes and thousands of trees in iowa and illinois noaa estimates 75 billion in damage exceeding all but hurricanelaura URL ,TEXAS!!,20/10/2020 20:00,"['million', 'hundred', 'home', 'thousand', 'damage']",1,1,-2
863301302,user_mention user_mention user_mention this was all your doing you and your wife tom you gave me the idea to create page on my website shelettamakesmelaugh to offer a way for minnesotans to buy books to help children and libraries after hurricanelaura and hurricanedelta because mnloveslakecharles URL ,"Cottage Grove, MN",20/10/2020 17:51,['help'],1,1,-1
20714308,clearing a homeowners property is a team effort for our volunteers in louisiana after hurricanedelta amp hurricanelaura we are still in need of individuals looking to join us in serving hurting communities you can sign up to volunteer with us here URL URL ,"Boone, NC",20/10/2020 17:27,"['homeowner', 'effort', 'volunteer', 'need', 'join', 'community', 'volunteer']",1,1,-3
101250443,the people of my state are suffering truly suffering hurricanelaura hurricanedelta lakecharles URL ,"Baton Rouge, LA",20/10/2020 16:48,['people'],1,2,-4
56589425,mosquitoes may be bad wherever you live but are they call in the military bad louisiana swla lakecharles hurricanelaura hurricanedelta URL ,LOCATION,20/10/2020 16:43,"['live', 'military']",1,1,-2
32680204,so any advice about being required to go back to work in a building with mold in it after hurricanelaura when i can do my job more efficiently from home in a moldfree environment,"Louisiana, USA",20/10/2020 16:27,['home'],1,1,-1
16147737,important fema deadline for those affected by hurricanelaura laura lawx lagov URL ,"Louisiana, USA",20/10/2020 16:17,['affected'],1,1,-1
1044370000000000000,before hurricanelaura made landfall the user_mention team developed a new coverage plan that helped them stay safe without sacrificing their critical service to the community URL ,"Phoenix, AZ",20/10/2020 16:01,"['landfall', 'coverage', 'stay', 'safe', 'service', 'community']",1,2,-2
1260610000000000000,the aftermath of hurricanelaura showed what proper engineering and construction will give you who would you trust to design procure and construct your next cooling tower ict or the other guys same location different results coolingtowers wetcooling drycooling URL ,North America,20/10/2020 15:45,"['aftermath', 'give']",1,2,-1
41187505, westernwildfires hurricanelaura hurricanesally hurricanedelta backtoback massive disasters have kept thousands of red cross volunteers working tirelessly for months across the country to provide food shelter and comfort to thousands of people in need URL ,Philadelphia,20/10/2020 15:39,"['massive', 'disaster', 'thousand', 'cross', 'volunteer', 'thousand', 'people', 'need']",1,2,-2
55309441,last week peoples health employee volunteers packaged disaster meals for southwestern louisiana residents impacted by hurricanelaura and hurricanedelta URL ,Louisiana,20/10/2020 14:52,"['people', 'volunteer', 'disaster', 'resident', 'impacted']",1,1,-2
1033070000000000000,the outreach primarily helps people in manatee county but extends to whoever is in need just a few weeks ago the bbp took hundreds of bags to people suffering after hurricanelaura in louisiana supplies were gone in 37 minutes URL ,"St Petersburg, FL",20/10/2020 14:25,"['help', 'people', 'need', 'hundred', 'people', 'supply']",1,2,-4
356642961, publicsurvey were you impacted by hurricanedelta or hurricanelaura or hurricanesally emergency management amp publichealth officials need to learn about your decision to evacuate or not and your experiences please visit URL for this 10 minute survey,"Tampa, FL",20/10/2020 03:22,"['impacted', 'emergency', 'official', 'need', 'please']",1,2,-2
1233100000000000000,bettys home in lake charles la suffered devastating damage following hurricanelaura our user_mention volunteers URL faithdrivenventurecapital faithdriveninvestors faithdrivenentrepreneurs ,Vancouver & Worldwide,20/10/2020 02:23,"['home', 'devastating', 'damage', 'following', 'volunteer']",1,2,-5
563867081, neworleans casinos strive to recover from pandemic severe weather gambling louisiana tourism hurricanelaura hurricanedelta URL URL ,LOCATION,20/10/2020 02:00,"['recover', 'severe']",1,1,-2
157793204,this includes survivors of the iowaderecho west wildfires hurricanesally hurricanelaura hurricanedelta amp other events from earlier this year to clarify you dont need to share who youre voting for amp this is for my newsletter URL journorequest URL ,"Los Angeles, CA",20/10/2020 01:10,"['survivor', 'event', 'year', 'need']",1,1,-1
105018214,then hurricanelaura flattened their home and the widow could only move in with her mother in law the woman and the dog now have only each other and the memories of when they were a happy family now get this ,LOCATION,20/10/2020 00:58,"['home', 'woman', 'family', 'get']",1,2,-1
296037757, publicsurvey were you impacted by hurricanedelta or hurricanelaura or hurricanesally emergency management amp publichealth officials need to learn about your decision to evacuate or not and your experiences please visit URL for this 10 minute survey URL ,"Mobile, Alabama, USA",19/10/2020 21:10,"['impacted', 'emergency', 'official', 'need', 'please']",1,2,-2
850887000000000000,want to give me a helpinghand after hurricanedelta and hurricanelaura if you want you can donate to me user_mention URL and user_mention cajuncatcher ill be doing the user_mention onechipchallenge fundraiser for a new rent home for my family soon stay tuned URL ,"Alexandria, Louisiana USA",19/10/2020 20:34,"['want', 'give', 'want', 'donate', 'home', 'family', 'stay']",1,2,-2
2161836913,some progress in hurricane cleanup tree stumps were ground my front yard is so bare with the exception of debris and dead landscaping i miss visits with the birds and squirrels in my backyard i am so ready for beauty to return missmytrees hurricanelaura cleanup URL , USA,19/10/2020 20:20,"['hurricane', 'cleanup', 'dead', 'return', 'cleanup']",1,3,-3
709425000000000000,user_mention user_mention user_mention america went from slavery to jim crow to mass incarceration to establish amp maintain capitalism america modern pharaoh must let black people go or suffer the consequences climatechange hurricanedelta californiafires hurricanelaura pestilence famine ,The planet earth ,19/10/2020 20:01,"['black', 'people']",1,2,-4
1242910000000000000,evangeline maid bread is the best bread to make french toast with louisiana hurricanelaura URL ,LOCATION,19/10/2020 19:30,['make'],1,2,-1
970489000000000000, maskup monday the user_mention police department traveled to lake charles this weekend to donate hurricane relief supplies and connect with the user_mention university police department wearesouthern hurricanelaura lalege finishstronger URL ,"Baton Rouge, LA",19/10/2020 19:25,"['police', 'donate', 'hurricane', 'relief', 'supply', 'police']",1,2,-1
73562852,and last but mos def not least is my bro user_mention new album survivethetimes produced by yours truly what can i say yall this shit is just dope as fampk plus all of the proceeds go to the survivors of hurricanelaura ,DMV via Philly,19/10/2020 19:07,['survivor'],1,2,-2
84837365,weve never done this before hurricanelaura hurricanedelta swlastrong bringinghope volunteer URL URL ,"Manassas, VA",19/10/2020 17:59,['volunteer'],1,1,-1
106888713,on your lunch break sitting outside want to learn about louisiana woodpeckers post hurricanelaura2020 we got you these endangered woodpecker families were recovering then hurricanelaura flattened their homes too yall URL user_mention user_mention,"Baton Rouge, LA",19/10/2020 17:32,"['want', 'family', 'home']",1,1,-2
1201390000000000000,while people are still displaced and possibly without internet from hurricanelaura and hurricanedelta a certain university in southwest louisiana wishes not to alleviate stress and cancel the semester but extend it by a week thank you i need the stress,Everywhere,19/10/2020 16:29,"['people', 'displaced', 'need']",1,2,-2
1098630000000000000,user_mention coverage of hurricanelaura URL URL URL URL URL URL URL URL URL ,Ireland,19/10/2020 16:27,['coverage'],1,2,-1
1283480000000000000,we finally got internet back at home havent had it since hurricanelaura yall dont understand how happy i am,"Lake Charles, LA",19/10/2020 15:25,['home'],1,2,-1
56440721,power outages fully restored after hurricanes delta and laura hurricanedelta hurricanelaura louisiana URL via user_mention,"New Orleans, LA",19/10/2020 14:54,"['power', 'hurricane']",1,1,-1
19666741,its monday and the recovery efforts after hurricanelaura sally and delta continue richard and ed both from the lowcountry were in louisiana helping families impacted both have deployed multiple times over the past 3 months you can help us URL URL ,South Carolina,19/10/2020 14:53,"['recovery', 'effort', 'family', 'impacted', 'time', 'help']",1,1,-2
4814058583,ryan stokes vice president of sales and marketing discusses how to restore your home after a major storm URL propertydamageappraisers hurricaneseason catastropheseason hurricanedelta hurricanelaura ,"Fort Worth, TX",19/10/2020 14:43,"['home', 'major', 'storm']",1,1,-2
337995205,scotiabank analysts and economists provide their latest insights on the rise of the loonie the upsurge on stock markets the impact on oil from hurricanelaura albertas gloomy economic update and much more URL ,"Lacombe, Alberta",19/10/2020 14:02,['rise'],1,1,-3
40236897,this year hurricane season has been one for records with numbers being higher since 1981 2020 averages hurricanedelta hurricanesally hurricanelaura URL ,"Warren, Rhode Island & Shannon, Ireland",19/10/2020 13:27,"['year', 'hurricane', 'number']",1,1,-1
24900514,a huge thank you to all the workers from and who came to louisiana to help us with cleanup and restoration after hurricanedelta and hurricanelaura thanksgiving URL ,Louisiana,19/10/2020 12:14,"['huge', 'help', 'cleanup']",1,2,-1
1098350000000000000,good morning louisiana if you are displaced by hurricanelaura or hurricanedelta see attached or go to URL today to request an absentee mailinballot URL ,"Louisiana, USA",19/10/2020 11:13,"['morning', 'displaced']",1,2,-2
1001830000000000000, berkeleyelectric crews rebuilt this power line for jeff davis electric in louisiana after hurricanelaura ripped through in august they had to repair it again after hurricanedelta struck on oct 9 mutualaid poweron coopstrong beforeandafter cooperative URL ,"South Carolina, USA",19/10/2020 11:05,"['rebuilt', 'power', 'ripped']",1,2,-2
1289220000000000000,user_mention poor louisiana after hurricane katrina the climate chance this beatiful land is only an lost countryside louisiana hurricanelaura pollutionanddevastastion climatechange ,LOCATION,19/10/2020 10:57,"['hurricane', 'climate', 'lost']",1,2,-2
930982000000000000,the user_mention is making 5 million in grant funding available to nonprofits providing relief support for those affected by hurricanelaura learn more in this video louisianatrue URL ,LOCATION,19/10/2020 02:26,"['million', 'relief', 'affected', 'video']",1,2,-1
34569820, hurricanelaura was a reminder no one can predict where the next weather emergency will strike with an onsite hemodialysis program nursinghome nurses amp staff can ensure dialysis residents receive their treatments without having to leave the facility URL URL ,"Lawrence, MA",18/10/2020 22:18,"['emergency', 'resident', 'leave']",1,1,-2
47128301,still doing hurricane laura clean up of the yard delta luckily didnt add any downed trees hurricanelaura hurricanedelta2020 hurricanedelta fire URL ,in central LA but not that one,18/10/2020 21:40,"['hurricane', 'fire']",1,3,-1
190271406,user_mention in order callie kami amp hurricanelaura evacuee houseguests shadow and fancy URL ,LOCATION,18/10/2020 20:51,['evacuee'],1,1,-1
127972770,an update from our very own communications manager user_mention who is on the ground in louisiana assisting with user_mention operations after both hurricane laura and hurricane delta impacted the area hurricanelaura hurricanedelta americanredcross URL ,"Richmond, VA",18/10/2020 20:30,"['hurricane', 'hurricane', 'impacted', 'area']",1,1,-1
246115540,thank you louisiana first foundation and user_mention for inviting me to share thoughts about the aftermath of hurricanelaura amp hurricanedelta2020 URL ,"Louisiana, USA",18/10/2020 19:52,"['first', 'thought', 'aftermath']",1,2,-1
1525512522,user_mention to everyone in the path of hurricanelaura stay safe along with batteries medications and the usual disaster supplies dont forget hand sanitizer and face masks share this information with anyone you know who may need it URL ,"Hells Hollow, NH",18/10/2020 19:47,"['path', 'stay', 'safe', 'disaster', 'supply', 'need']",1,2,-2
1163870000000000000,ap news report damage from august wind storm in midwest at 75b URL accidentsanddisasters agriculture business cropfarming desmoinesiowa generalnews hurricanelaura ,California,18/10/2020 18:10,"['news', 'report', 'damage', 'storm']",1,2,-2
259861124,one of our own kiaeem walker has personally felt the devastation that all of southwest louisiana has faced since hurricaneharvey in 2017 kiaeem is a culinary student who began working with us during the aftermath of hurricanelaura URL ,"Portsmouth, VA",17/10/2020 15:10,['aftermath'],1,1,-5
1261060000000000000,drove through lake charles la looks like war zone they need media attention for help hurricanedelta hurricanelaura lakecharles louisiana donations ,"New Orleans, LA",17/10/2020 13:15,"['need', 'help', 'donation']",1,2,-3
60347499,as hurricaneseason intensifies and hurricane laura sweeps ashore what are the technologies publicsafety agencies should be using to respond hurricanelaura hurricane via user_mention URL ,New York City,17/10/2020 12:09,"['hurricane', 'hurricane']",1,1,-1
2477513816,august 26th my world went dark as laura raged the dark held sway until october 5th delta hit the 7th i am now able to flip a switchlight modern life may have tragedy but food preservation and turning on the lights is nothing but good hurricanelaura hurricanedelta happy URL ,"Louisiana, USA",17/10/2020 02:25,"['hit', 'life', 'tragedy']",1,2,-4
